obsname,well_id,layer,row,col,land_elev_m,SWL_m,obs_head_m
obs_002720,224856,1,1251,620,284.8059082,15.24,269.56590819999997
obs_002721,34000005030,1,972,666,234.9621582,10.3632,224.5989582
obs_002722,04000002418,1,746,766,233.80471802,0.45720000000000005,233.34751802
obs_002723,13000007214,1,1040,652,276.39532471,10.0584,266.33692471
obs_002724,06000000257,1,832,729,241.12693787,17.0688,224.05813787
obs_002725,23000011732,1,993,661,268.35751343,7.62,260.73751343
obs_002726,30000002302,1,1071,688,345.89337158,13.868400000000001,332.02497158
obs_002727,47000029113,1,1018,761,272.08209229,1.524,270.55809229
obs_002728,136419,1,1190,816,285.71060181,12.192,273.51860181
obs_002729,CJ648,1,912,415,266.6574707,7.62,259.0374707
obs_002730,OD1220,1,929,1352,259.43386841,0.0,259.43386841
obs_002731,FY049,1,873,433,200.8087616,3.6576000000000004,197.1511616
obs_002732,FS527,1,818,326,272.40927124,8.5344,263.87487124
obs_002733,YL015,1,802,312,363.03442383,28.956000000000003,334.07842382999996
obs_002734,5112841,1,793,1184,269.39907837,6.099985221862793,263.2990931481372
obs_002735,11193,1,1116,455,189.54623413,0.0,189.54623413
obs_002736,MZ283,1,743,469,178.67489624,40.8432,137.83169624
obs_002737,40000002048,1,780,643,360.91769409,24.384,336.53369409
obs_002738,70000006850,1,961,576,189.50566101,9.144,180.36166101
obs_002739,14000007793,1,1095,582,239.93174744,3.6576000000000004,236.27414744
obs_002740,6902572,1,851,1083,236.12426758,26.799933929443363,209.32433365055664
obs_002741,73000003659,1,922,711,202.98570251,2.7432000000000003,200.24250251
obs_002742,46000004594,1,1079,758,205.99954224,4.572,201.42754224
obs_002743,75000009068,1,1081,598,276.55975342,15.24,261.31975342
obs_002744,08000012514,1,986,616,241.20864868,6.7056000000000004,234.50304868
obs_002745,08000012422,1,1012,617,291.55203247,13.716000000000001,277.83603246999996
obs_002746,30000002143,1,1076,690,346.64981079,6.096,340.55381079
obs_002747,75000001065,1,1081,623,259.13354492,3.9624,255.17114492000002
obs_002748,47000051237,1,1011,761,280.81069946,1.524,279.28669946
obs_002749,712193,1,1200,900,311.91094971,8.5344,303.37654971
obs_002750,26000006345,1,842,711,232.41671753,0.0,232.41671753
obs_002751,261446,1,1186,836,307.39343262,3.9624,303.43103262
obs_002752,25000014109,1,983,759,277.20526123,6.096,271.10926123
obs_002753,3405148,1,952,892,202.85739136,6.099985221862793,196.7574061381372
obs_002754,7040228,1,957,934,237.20425415,9.799976239013672,227.40427791098634
obs_002755,45000000113,1,756,604,215.40553284,13.411200000000001,201.99433284
obs_002756,03000005918,1,985,608,249.04450989,6.096,242.94850989
obs_002757,MQ046,1,964,329,244.61276245,6.096,238.51676245
obs_002758,41000000513,1,982,612,238.10171509,3.3528000000000002,234.74891509
obs_002759,62000010791,1,896,575,252.51785278,13.411200000000001,239.10665278
obs_002760,10000004199,1,768,592,240.00721741,7.62,232.38721741
obs_002761,501647,1,1224,940,348.65054321,60.96,287.69054321000004
obs_002762,277993,1,1159,583,264.17178345,3.6576000000000004,260.51418345
obs_002763,80000007680,1,1032,565,202.0766449,12.192,189.88464489999998
obs_002764,116477,1,1204,602,242.21731567,16.764,225.45331567
obs_002765,67000002806,1,840,622,381.93621826,20.1168,361.81941825999996
obs_002766,115603,1,1201,597,236.27114868,9.144,227.12714868
obs_002767,39000007709,1,1052,611,262.09884644,4.572,257.52684644
obs_002768,647614,1,1107,758,203.47189331,3.048,200.42389331
obs_002769,51000005833,1,819,562,205.55761719,25.6032,179.95441719000002
obs_002770,58000015226,1,1086,778,192.00439453,1.8288000000000002,190.17559453
obs_002771,40000002129,1,762,657,360.67050171,1.524,359.14650171
obs_002772,30934,1,1182,905,312.18276978,8.2296,303.95316978
obs_002773,61000004197,1,990,779,310.44711304,9.7536,300.69351303999997
obs_002774,03000027785,1,1019,554,200.85229492,17.3736,183.47869491999998
obs_002775,6803731,1,928,1074,224.45970154,2.9999927558898927,221.4597087841101
obs_002776,495786,1,1182,963,359.74621582,6.096,353.65021581999997
obs_002777,3007399,1,879,938,293.56417847,23.199944366455078,270.3642341035449
obs_002778,18000007432,1,839,669,346.92874146,7.010400000000001,339.91834146
obs_002779, ,1,1093,1119,503.24801636,27.432000000000002,475.81601636
obs_002780,68000003415,1,756,718,370.53057861,18.288,352.24257861
obs_002781,94870,1,1293,755,284.74227905,4.572,280.17027905
obs_002782, ,1,1058,1072,389.23303223,10.668000000000001,378.56503223
obs_002783,3002619,1,912,924,193.95610046,17.099958563232423,176.85614189676755
obs_002784,7160043,1,821,996,398.29675293,12.79996986694336,385.4967830630567
obs_002785,71000000969,1,701,774,182.03167725,1.2192,180.81247725
obs_002786,05000002703,1,748,648,314.19580078,21.945600000000002,292.25020078
obs_002787,4102922,1,955,980,260.1802063,0.0,260.1802063
obs_002788,67000001752,1,851,623,361.67861938,15.24,346.43861938
obs_002789,1800294,1,705,1410,82.56256866,1.7999956535339356,80.76257300646606
obs_002790,63000014155,1,981,784,324.58639526,20.1168,304.46959526
obs_002791,106799,1,1160,652,239.24519348,4.2672,234.97799348
obs_002792,67000001553,1,854,636,354.59301758,10.0584,344.53461758
obs_002793,39000002600,1,1032,612,262.28024292,16.154400000000003,246.12584291999997
obs_002794,391317,1,1218,887,313.67684937,19.812,293.86484937
obs_002795,306240,1,1110,573,248.12565613,20.4216,227.70405613
obs_002796,80000011342,1,1054,586,287.12353516,37.7952,249.32833516000002
obs_002797,WZ488,1,831,270,297.71853638,6.4008,291.31773638
obs_002798,33000005835,1,992,702,262.30810547,2.1336,260.17450547
obs_002799,61000004197,1,1042,749,271.57495117,9.7536,261.82135117
obs_002800,63000010169,1,985,796,301.82751465,1.8288000000000002,299.99871465
obs_002801,5110148,1,788,1184,267.87936401,0.0,267.87936401
obs_002802,11000009783,1,1042,544,203.74151611,27.432000000000002,176.30951611
obs_002803,14000002688,1,1081,577,263.1902771,10.0584,253.1318771
obs_002804,7052786,1,849,1124,182.45318604,0.0,182.45318604
obs_002805,6912616,1,851,1083,236.12426758,26.499935961914066,209.62433161808593
obs_002806,345227,1,1140,474,213.65405273,7.62,206.03405272999998
obs_002807,122037,1,1212,506,197.73625183,12.192,185.54425182999998
obs_002808,339919,1,1205,545,196.64541626,9.7536,186.89181625999998
obs_002809,KN193,1,733,451,184.87149048,3.9624,180.90909048
obs_002810,190414,1,1226,790,283.56555176,3.9624,279.60315176
obs_002811,OD013,1,817,333,282.83026123,24.6888,258.14146123
obs_002812,246927,1,1165,979,355.84643555,2.4384,353.40803555
obs_002813,2905903,1,792,1258,145.85702515,9.099978268432618,136.7570468815674
obs_002814,26000006209,1,834,693,321.94781494,11.277600000000001,310.67021494
obs_002815,1903642,1,804,1178,271.54309082,34.09991625366211,237.44317456633786
obs_002816,833876,1,1194,985,392.72650146,13.1064,379.62010146
obs_002817,115657,1,1220,901,356.60095215,11.5824,345.01855215
obs_002818,01000000555,1,776,785,231.29901123,6.7056000000000004,224.59341123
obs_002819,03000017072,1,986,609,240.78599548,2.7432000000000003,238.04279548
obs_002820,244141,1,1123,579,261.75411987,9.144,252.61011987
obs_002821,46000002531,1,1086,737,244.85794067,4.572,240.28594067
obs_002822,2918439,1,703,1212,396.59738159,6.099985221862793,390.49739636813723
obs_002823,305673,1,1131,952,360.68655396,6.4008,354.28575396
obs_002824,2001415,1,1127,933,183.98234558,3.7490400581359866,180.233305521864
obs_002825,3404878,1,992,887,193.03355408,6.099985221862793,186.9335688581372
obs_002826,7202376,1,870,1101,121.33863068,0.0,121.33863068
obs_002827,80000012805,1,1060,558,239.53646851,11.277600000000001,228.25886850999999
obs_002828,GJ424,1,829,321,269.75671387,3.3528000000000002,266.40391387
obs_002829,26000003572,1,850,710,221.44958496,6.096,215.35358496
obs_002830,554693,1,1169,707,218.11103821,8.5344,209.57663821
obs_002831,69000002021,1,737,686,404.32861328,20.4216,383.90701328
obs_002832,HP935,1,734,338,381.32019043,7.62,373.70019043
obs_002833,47000032738,1,986,757,286.08584595,11.277600000000001,274.80824595
obs_002834,13000004510,1,1031,646,258.16616821,7.9248,250.24136821000002
obs_002835,276374,1,1099,543,247.94065857,18.288,229.65265857
obs_002836,04000003135,1,746,782,186.49754333,7.62,178.87754333
obs_002837,3401933,1,958,885,195.7518158,0.0,195.7518158
obs_002838,61000004197,1,915,772,215.24905396,9.7536,205.49545396
obs_002839,03000015174,1,991,600,228.31788635,6.7056000000000004,221.61228635
obs_002840,14000005555,1,1061,558,255.07810974,1.8288000000000002,253.24930974
obs_002841,JC596,1,800,329,276.29852295,4.572,271.72652295
obs_002842,4107594,1,982,917,209.38674927,0.0,209.38674927
obs_002843,61000004197,1,982,789,317.762146,9.7536,308.00854599999997
obs_002844,2904142,1,712,1228,347.36984253,9.099978268432618,338.2698642615674
obs_002845,67000000116,1,865,645,326.96426392,7.62,319.34426392
obs_002846,62000003888,1,889,608,339.44100952,45.72,293.72100952000005
obs_002847,50014,1,1191,875,374.92410278,13.716000000000001,361.20810278
obs_002848,41000011321,1,982,615,240.66136169,12.192,228.46936169
obs_002849,6101387,1,330,334,437.03997803,1.7999956535339356,435.23998237646606
obs_002850,63000008792,1,988,792,302.73660278,1.524,301.21260278
obs_002851,37000001613,1,897,654,306.27651978,10.0584,296.21811978
obs_002852,35000002275,1,803,751,264.15649414,2.4384,261.71809414
obs_002853,WO1529,1,963,1220,312.65365601,3.6576000000000004,308.99605601
obs_002854,18000009626,1,846,675,353.43118286,21.336000000000002,332.09518285999997
obs_002855,63000027115,1,980,770,278.69708252,4.8768,273.82028252
obs_002856,59000002919,1,908,615,274.25256348,16.764,257.48856348
obs_002857,67000009412,1,866,624,301.46142578,15.24,286.22142578
obs_002858,11000000061,1,1048,553,202.96028137,3.3528000000000002,199.60748137
obs_002859,4807666,1,664,1103,358.02468872,13.69996725769043,344.3247214623095
obs_002860,62000013457,1,896,599,275.02270508,3.048,271.97470508
obs_002861,401914,1,1165,633,259.22756958,14.9352,244.29236958
obs_002862,OC379,1,1007,398,225.18301392,2.4384,222.74461392
obs_002863,6903031,1,854,1109,176.68798828,9.799976239013672,166.88801204098635
obs_002864,6812375,1,926,1084,198.62237549,10.39997449951172,188.22240099048827
obs_002865,5118361,1,789,1216,209.22444153,3.699991017150879,205.5244505128491
obs_002866,74000001458,1,967,839,232.73703003,7.62,225.11703003
obs_002867,2515730,1,818,1001,445.12731934,25.299937115478517,419.82738222452144
obs_002868,72000004051,1,807,675,343.0,0.3048,342.6952
obs_002869,54000002751,1,876,633,323.71560669,0.9144000000000001,322.80120669
obs_002870,4706336,1,929,998,333.92843628,10.699973629760743,323.2284626502393
obs_002871,5732643,1,770,1084,239.67823792,0.0,239.67823792
obs_002872,80000000139,1,1030,584,244.70909119,8.9916,235.71749119
obs_002873,117643,1,1219,660,256.73101807,0.0,256.73101807
obs_002874,312209,1,1228,599,257.47619629,0.0,257.47619629
obs_002875,61000004197,1,975,804,337.96813965,9.7536,328.21453965
obs_002876,41000005422,1,951,601,233.92004395,22.86,211.06004395000002
obs_002877,39000014295,1,1049,605,261.77120972,5.486400000000001,256.28480972
obs_002878,63000018155,1,1020,772,286.61569214,3.6576000000000004,282.95809214
obs_002879,KX861,1,932,395,317.28015137,7.62,309.66015137
obs_002880,926429,1,1201,937,354.9614563,16.4592,338.5022563
obs_002881,219797,1,1183,946,344.62405396,18.288,326.33605396
obs_002882,58000001570,1,1067,789,187.20921326,5.7912,181.41801326
obs_002883,62000013434,1,910,598,239.1628418,24.6888,214.4740418
obs_002884,7151576,1,641,864,229.21577454,9.799976239013672,219.41579830098635
obs_002885,SN167,1,909,392,354.34643555,36.8808,317.46563555
obs_002886,08000007879,1,1002,641,245.8901825,4.8768,241.0133825
obs_002887,41000056886,1,933,595,255.03068542,6.096,248.93468542
obs_002888,67000003593,1,839,614,356.66134644,16.154400000000003,340.50694644
obs_002889,58000001041,2,1067,782,191.65011597,1.8288000000000002,189.82131597
obs_002890,2600654,2,936,1069,212.92671204,6.999983193969727,205.92672884603027
obs_002891,L761,2,839,1426,331.02648926,3.048,327.97848926
obs_002892,279821,2,1143,926,266.38339233,21.336000000000002,245.04739232999998
obs_002893,47000012147,2,995,744,278.11453247,10.668000000000001,267.44653246999997
obs_002894,03000032350,2,1003,568,195.9835968,6.7056000000000004,189.27799679999998
obs_002895,6400942,2,792,1172,253.79693604,6.099985221862793,247.6969508181372
obs_002896,924220,2,1112,1004,281.97885132,3.048,278.93085132
obs_002897,866331,2,1179,1015,368.47769165,6.7056000000000004,361.77209165
obs_002898,3800866,2,920,1130,84.46133423,14.899963778686525,69.56137045131348
obs_002899,61000004197,2,933,741,188.21173096,9.7536,178.45813096
obs_002900,4512034,2,828,1218,101.54824066,2.39999435005188,99.14824630994812
obs_002901,25000001682,2,956,749,230.96977234,4.572,226.39777234
obs_002902,40000004417,2,779,638,331.46166992,21.336000000000002,310.12566992
obs_002903,47000020134,2,1012,747,297.68450928,15.24,282.44450928
obs_002904,60000001380,2,732,733,280.01898193,9.144,270.87498193
obs_002905,30000000362,2,1085,687,351.71966553,7.62,344.09966553
obs_002906,29000000508,2,912,691,221.10147095,8.2296,212.87187095
obs_002907,16000002345,2,678,683,178.69422913,0.0,178.69422913
obs_002908,39000005353,2,1039,596,294.88293457,36.576,258.30693456999995
obs_002909,CT659,2,953,382,300.32556152,6.096,294.22956152
obs_002910,47000006101,2,1010,736,281.46865845,9.144,272.32465845
obs_002911,14000002310,2,1091,567,249.70204163,9.144,240.55804163
obs_002912,673940,2,1183,965,349.99911499,9.144,340.85511499
obs_002913,26000012610,2,859,707,220.00299072,1.8288000000000002,218.17419072
obs_002914,6704468,2,873,1049,400.73077393,2.6999936256408694,398.03078030435915
obs_002915,78000001472,2,959,715,234.62493896,9.144,225.48093896
obs_002916,2000497,2,1103,762,201.56103516,12.192,189.36903515999998
obs_002917,14000008781,2,1086,585,252.83642578,25.908,226.92842578
obs_002918,231759,2,1146,929,269.7088623,9.144,260.5648623
obs_002919,81000017223,2,1026,743,268.30435181,4.8768,263.42755181
obs_002920,6417468,2,810,1171,262.87789917,12.199970443725586,250.6779287262744
obs_002921,47000015572,2,991,745,260.81002808,11.8872,248.92282808
obs_002922,NQ545,2,961,379,298.59014893,14.630400000000002,283.95974893
obs_002923,47000003498,2,1022,747,259.73147583,7.9248,251.80667583000002
obs_002924,958910,2,1098,1021,326.79559326,0.6096,326.18599326
obs_002925,6404015,2,794,1163,264.14608765,2.39999435005188,261.74609329994814
obs_002926,DT387,2,1007,425,192.41270447,4.572,187.84070447
obs_002927,15000000055,2,722,673,362.57012939,9.144,353.42612938999997
obs_002928,YJ230,2,824,418,259.47409058,5.7912,253.68289058
obs_002929,34607,2,1152,1011,270.98431396,3.6576000000000004,267.32671396
obs_002930,69000001832,2,751,682,379.16116333,6.4008,372.76036333
obs_002931,50000007767,2,971,833,238.82429504,3.6576000000000004,235.16669504
obs_002932,5300307,2,810,1267,87.63392639,0.0,87.63392639
obs_002933,33000005098,2,1000,721,278.24008179,16.4592,261.78088178999997
obs_002934,6400451,2,761,1125,227.98324585,7.89998116607666,220.08326468392335
obs_002935,02000000024,2,596,523,253.97386169,1.8288000000000002,252.14506169
obs_002936,411932080183901,2,1136,1049,368.14816284,22.86,345.28816284
obs_002937,4800619,2,588,1094,220.61752319,3.699991017150879,216.91753217284912
obs_002938,81000022068,2,1055,757,237.82583618,0.0,237.82583618
obs_002939,81000007869,2,1053,744,270.00094604,2.1336,267.86734604
obs_002940,415410080154301,2,1072,1049,355.24664307,2.4384,352.80824307
obs_002941,4604980,2,831,1134,289.50100708,12.199970443725586,277.30103663627443
obs_002942,310303,2,1143,912,242.71839905,4.572,238.14639904999999
obs_002943,47000020783,2,985,730,274.55041504,6.096,268.45441504
obs_002944,104332,2,1205,539,218.97319031,16.4592,202.51399031
obs_002945,69000000627,2,739,698,405.47174072,20.1168,385.35494072
obs_002946,2004079,2,1182,803,235.44346619,8.2296,227.21386619
obs_002947,211419,2,1210,804,274.42596436,9.144,265.28196436
obs_002948,08000006409,2,994,623,230.79187012,15.8496,214.94227012
obs_002949,47000033058,2,996,734,274.50357056,6.7056000000000004,267.79797056
obs_002950,41000001679,2,973,630,251.39529419,13.1064,238.28889418999998
obs_002951,7184883,2,975,1047,175.03599548,0.0,175.03599548
obs_002952,25000013960,2,951,773,233.34739685,10.668000000000001,222.67939685
obs_002953,38000006724,2,1049,698,310.17098999,14.630400000000002,295.54058999
obs_002954,995082,2,1152,927,377.58966064,35.052,342.53766063999996
obs_002955,19000005338,2,962,692,238.32743835,16.764,221.56343834999998
obs_002956,2409083,2,720,1414,89.44728851,5.499986961364747,83.94730154863527
obs_002957,AU672,2,903,395,322.57574463,29.260800000000003,293.31494462999996
obs_002958,MD938,2,838,442,204.53759766,12.192,192.34559765999998
obs_002959,20000002066,2,769,685,354.92071533,1.524,353.39671533
obs_002960,UP818,2,928,399,299.81491089,24.384,275.43091089
obs_002961,FQ251,2,919,413,278.50079346,14.020800000000001,264.47999346
obs_002962,02000000545,2,578,536,278.60964966,27.432000000000002,251.17764966
obs_002963,7157293,2,871,1102,104.42585754,0.0,104.42585754
obs_002964,SL308,2,923,420,205.11192322,12.192,192.91992322
obs_002965,MO1625,2,930,1236,190.93377686,4.8768,186.05697686
obs_002966,81000006200,2,1046,756,263.18908691,16.154400000000003,247.03468691
obs_002967,73000002450,2,917,726,183.66772461,1.2192,182.44852461
obs_002968,959123,2,1274,720,269.13439941,4.572,264.56239941
obs_002969,58000003670,2,1082,772,198.15509033,4.8768,193.27829033
obs_002970,5718274,2,775,1073,284.41064453,6.999983193969727,277.4106613360303
obs_002971,267377,2,1136,639,294.50354004,27.736800000000002,266.76674004
obs_002972,61000004197,2,969,741,237.88589478,9.7536,228.13229478
obs_002973,81000014839,2,1028,739,311.65570068,21.336000000000002,290.31970068
obs_002974,58000000802,2,1069,777,195.05488586,9.144,185.91088586
obs_002975,47000023680,2,1017,734,287.96426392,9.7536,278.21066392
obs_002976,GE814,2,923,381,302.21484375,5.486400000000001,296.72844375
obs_002977,OE3704,2,869,1440,391.65731812,6.7056000000000004,384.95171812
obs_002978,61703,2,1162,890,265.23596191,3.6576000000000004,261.57836191
obs_002979,39000001449,2,1029,618,283.65838623,11.5824,272.07598623
obs_002980,UG836,2,662,356,484.37530518,10.972800000000001,473.40250518
obs_002981,5726435,2,822,1093,224.12646484,21.299948712158205,202.8265161278418
obs_002982,34000002507,2,968,662,229.46231079,5.7912,223.67111079
obs_002983,39000018850,2,1027,601,241.20059204,12.8016,228.39899204
obs_002984,47000018077,2,1015,758,274.98171997,7.9248,267.05691996999997
obs_002985,45000012104,2,746,595,243.43461609,32.004000000000005,211.43061609
obs_002986,41000000385,2,980,616,237.65550232,30.48,207.17550232000002
obs_002987,25000017370,2,964,768,249.83113098,12.4968,237.33433098
obs_002988,82725,2,1121,951,330.03366089,15.8496,314.18406089
obs_002989,94222,2,1173,636,255.01992798,12.4968,242.52312798
obs_002990,64000003051,2,888,537,236.49081421,39.0144,197.47641421
obs_002991,44000001475,2,936,800,254.86166382,9.144,245.71766381999998
obs_002992,DF063,2,963,380,281.42605591,15.5448,265.88125591
obs_002993,02000000506,2,581,537,272.28768921,10.2108,262.07688921
obs_002994,67579,2,1232,614,267.62911987,0.0,267.62911987
obs_002995,11385,2,1123,447,193.49920654,5.486400000000001,188.01280653999999
obs_002996,28000000145,2,787,624,325.65927124,22.86,302.79927124
obs_002997,11000001769,2,1077,540,222.80429077,5.486400000000001,217.31789077
obs_002998,5715078,2,793,1084,226.09436035,10.699973629760743,215.39438672023925
obs_002999,1301424,2,934,1063,214.82775879,7.89998116607666,206.92777762392333
obs_003000,6408600,2,765,1144,271.33224487,9.399976817321777,261.93226805267824
obs_003001,MJ045,2,591,123,300.52349854,10.0584,290.46509854
obs_003002,6706435,2,870,1036,420.05627441,0.59999858751297,419.45627582248704
obs_003003,839943,2,1126,970,374.61303711,12.192,362.42103711
obs_003004,933554,2,1296,752,328.70269775,13.716000000000001,314.98669775
obs_003005,29000003215,2,920,679,230.67045593,7.010400000000001,223.66005593
obs_003006,78000003228,2,977,712,259.48077393,12.192,247.28877393
obs_003007,HX012,2,735,302,374.01757812,7.9248,366.09277812
obs_003008,351773,2,1113,763,189.87501526,12.4968,177.37821526
obs_003009,81000003769,2,1035,757,244.93080139,14.630400000000002,230.30040139
obs_003010,38000006285,2,1024,688,284.55130005,1.2192,283.33210005
obs_003011,6702018,2,878,1008,409.44430542,25.899937701416018,383.54436771858394
obs_003012,129592,2,1174,877,326.73284912,9.7536,316.97924912
obs_003013,54000007214,2,888,618,288.93041992,21.031200000000002,267.89921992
obs_003014,34000013379,2,948,636,251.69584656,11.5824,240.11344656
obs_003015,195298,2,1151,929,330.64624023,11.5824,319.06384023
obs_003016,82156,2,1130,971,369.23150635,4.8768,364.35470635
obs_003017,68000001365,2,755,733,305.1411438,25.908,279.2331438
obs_003018,735566,2,426,113,421.13372803,7.010400000000001,414.12332803
obs_003019,30000002251,2,1085,693,337.53189087,13.716000000000001,323.81589087
obs_003020,2034144,2,1263,674,313.57522583,6.096,307.47922583
obs_003021,6602324,2,956,1125,183.37718201,9.099978268432618,174.2772037415674
obs_003022,3307775,2,1006,890,180.80419922,3.699991017150879,177.1042082028491
obs_003023,02000000434,2,578,536,278.60964966,24.384,254.22564966
obs_003024,58000008435,2,1068,766,204.90332031,27.127200000000002,177.77612031
obs_003025,64000004482,2,886,543,224.38772583,20.7264,203.66132582999998
obs_003026,7129939,2,830,1296,75.15532684,2.9999927558898927,72.15533408411011
obs_003027,50000003097,2,985,818,254.59251404,15.24,239.35251404
obs_003028,44000004357,2,952,806,264.11749268,0.0,264.11749268
obs_003029,6713835,2,890,1041,325.06390381,0.0,325.06390381
obs_003030,6502316,2,903,1003,346.70233154,4.899988119506836,341.8023434204932
obs_003031,2800599,2,900,1075,175.49099731,12.199970443725586,163.29102686627442
obs_003032,CM899,2,1016,1329,274.57965088,6.7056000000000004,267.87405087999997
obs_003033,33000011098,2,1022,697,291.76464844,4.8768,286.88784843999997
obs_003034,283819,2,1169,626,258.63705444,15.24,243.39705443999998
obs_003035,63000028018,2,989,787,313.24697876,9.144,304.10297876
obs_003036,79000003692,2,915,768,201.64483643,10.0584,191.58643643
obs_003037,69000001337,2,739,702,412.98013306,38.4048,374.57533306
obs_003038,03000007392,2,1017,603,221.3397522,25.908,195.4317522
obs_003039,6603905,2,944,1117,189.37426758,27.39993451538086,161.97433306461915
obs_003040,45000012187,2,761,603,315.9291687,80.772,235.1571687
obs_003041,65000006334,2,804,715,390.0513916,25.908,364.1433916
obs_003042,309568,2,1180,978,350.81515503,15.24,335.57515503
obs_003043,63000014089,2,979,785,299.75369263,6.096,293.65769263
obs_003044,252750,2,1206,617,250.18936157,6.096,244.09336156999998
obs_003045,2506415,2,798,1002,438.52624512,28.999929876708986,409.52631524329104
obs_003046,5004176,2,875,982,380.04083252,12.199970443725586,367.8408620762744
obs_003047,08000011808,2,1021,620,294.11151123,11.277600000000001,282.83391123
obs_003048,25000025400,2,978,751,269.16030884,12.192,256.96830884
obs_003049,CY150,2,590,304,512.24731445,4.8768,507.37051445
obs_003050,5002020,2,903,966,344.2567749,13.999966387939454,330.2568085120605
obs_003051, ,2,1101,1060,332.69744873,0.0,332.69744873
obs_003052,MC809,2,803,358,244.74926758,0.6096,244.13966758
obs_003053,73000003056,2,917,717,197.7172699,2.4384,195.2788699
obs_003054,5118693,2,772,1193,265.18634033,1.4999963779449463,263.68634395205504
obs_003055,47000033660,2,1017,758,270.83163452,11.277600000000001,259.55403452
obs_003056,290691,2,1191,657,245.09454346,0.0,245.09454346
obs_003057,81000006485,2,1049,756,249.94732666,15.24,234.70732665999998
obs_003058,3401713,2,970,870,199.10362244,16.799958270263673,182.30366416973635
obs_003059,5115007,2,807,1186,194.09939575,0.0,194.09939575
obs_003060,83000006466,2,803,622,370.95101929,17.6784,353.27261928999997
obs_003061,30000001589,2,1076,686,327.07409668,4.572,322.50209668
obs_003062,19000003713,2,958,707,227.76651001,6.096,221.67051001
obs_003063,3700782,2,793,1325,76.64669037,5.499986961364747,71.14670340863526
obs_003064,03000010940,2,988,610,251.24261475,14.020800000000001,237.22181475
obs_003065,1405689,2,802,941,234.25730896,28.299930743408204,205.9573782165918
obs_003066,6804249,2,934,1067,215.18783569,12.199970443725586,202.98786524627442
obs_003067,41000058582,2,955,615,266.14553833,45.110400000000006,221.03513833000002
obs_003068,2101850,2,1045,835,190.71336365,15.199962908935548,175.51340074106443
obs_003069,DA805,2,800,329,276.29852295,27.432000000000002,248.86652295
obs_003070,63000008066,2,985,792,324.53295898,30.48,294.05295897999997
obs_003071,50000002823,2,981,817,265.03033447,14.630400000000002,250.39993447
obs_003072,7217499,2,565,966,276.74945068,0.0,276.74945068
obs_003073,63000080809,2,978,787,308.55114746,4.2672,304.28394746
obs_003074,7106836,2,772,1320,163.95088196,0.0,163.95088196
obs_003075,2601290,2,965,1082,184.57063293,2.099994783782959,182.47063814621703
obs_003076,QQ820,2,843,442,189.7702179,7.9248,181.8454179
obs_003077,09000002350,2,873,730,196.30592346,9.7536,186.55232346
obs_003078,2513524,2,796,998,388.27993774,3.3999918869018555,384.87994585309815
obs_003079,80000004308,2,1048,570,223.75390625,1.8288000000000002,221.92510625
obs_003080,149481,2,1135,954,313.90093994,18.288,295.61293994
obs_003081,14000006840,2,1079,585,276.04885864,7.9248,268.12405864
obs_003082,08000013134,2,994,615,236.68899536,13.1064,223.58259536
obs_003083,81000006000,2,1042,756,316.94134521,56.997600000000006,259.94374521
obs_003084,5740591,2,783,1072,241.54948425,14.599964648437501,226.9495196015625
obs_003085,40000003435,2,768,662,361.74755859,15.24,346.50755859
obs_003086,43000005086,2,845,587,297.67675781,24.384,273.29275781
obs_003087,2000538,2,976,993,239.29356384,12.199970443725586,227.0935933962744
obs_003088,08000006986,2,1006,643,294.67849731,24.384,270.29449731
obs_003089,06000002770,2,835,753,193.68577576,1.8288000000000002,191.85697576
obs_003090,08000008044,2,949,669,220.87571716,10.668000000000001,210.20771716
obs_003091,62000012493,2,918,606,270.44000244,6.096,264.34400244
obs_003092,6704354,2,874,1023,413.61129761,9.399976817321777,404.21132079267824
obs_003093,1913825,2,841,1161,131.90481567,5.499986961364747,126.40482870863526
obs_003094,28000004171,2,764,606,295.75656128,80.772,214.98456128000004
obs_003095,236748,2,1104,591,261.82226562,41.4528,220.36946562
obs_003096,20000001073,2,762,687,395.79818726,28.041600000000003,367.75658726
obs_003097,47000017085,2,990,755,272.80975342,0.0,272.80975342
obs_003098,63000019705,2,977,785,292.27423096,0.0,292.27423096
obs_003099,680124,2,1269,697,300.35043335,6.4008,293.94963335
obs_003100,935367,2,1182,893,370.55593872,7.315200000000001,363.24073871999997
obs_003101,59000002721,2,939,632,288.96005249,40.2336,248.72645249
obs_003102,FD406,2,757,321,355.10510254,5.486400000000001,349.61870254
obs_003103,909285,2,1239,748,301.62390137,2.1336,299.49030137
obs_003104,350949,2,1163,964,338.85916138,15.24,323.61916138
obs_003105,2909430,2,803,1247,119.54044342,0.0,119.54044342
obs_003106,4605016,2,767,1113,226.72105408,4.2999898590087895,222.42106422099118
obs_003107,6400910,2,793,1172,246.60620117,6.099985221862793,240.5062159481372
obs_003108,13000003934,2,1053,654,294.25738525,6.7056000000000004,287.55178525
obs_003109,6812940,2,927,1048,219.66929626,13.099968997192384,206.56932726280763
obs_003110,70000024815,2,949,568,188.40065002,19.812,168.58865002
obs_003111,723823,2,1137,981,340.19036865,6.4008,333.78956865
obs_003112,5004080,2,869,985,389.78051758,9.399976817321777,380.3805407626782
obs_003113,19000001668,2,979,683,254.11810303,5.486400000000001,248.63170302999998
