obsname,well_id,layer,row,col,land_elev_m,SWL_m,obs_head_m
obs_000818,72000014408,0,814,687,356.30657959,3.6576000000000004,352.64897959
obs_000819,2102257,0,1065,852,176.1995697,10.999973922729493,165.19959577727053
obs_000820,63000002740,0,1020,781,271.06726074,3.048,268.01926074
obs_000821,64000003928,0,899,555,214.70593262,3.6576000000000004,211.04833262
obs_000822,1303501,0,947,1037,258.98275757,11.299973052978515,247.68278451702147
obs_000823, ,0,1122,1057,398.93466187,2.4384,396.49626187
obs_000824,255553,0,1183,588,228.3483429,6.096,222.2523429
obs_000825,7040111,0,945,992,294.09103394,0.0,294.09103394
obs_000826,WI939,0,798,357,244.65336609,3.6576000000000004,240.99576609
obs_000827,415138079563401,0,1075,1076,465.29663086,6.096,459.20063086
obs_000828,72025,0,1101,556,229.61682129,2.4384,227.17842129
obs_000829,LT773,0,644,303,505.81735229,15.24,490.57735228999996
obs_000830,7196643,0,929,1137,194.18745422,0.0,194.18745422
obs_000831,61000014351,0,939,556,187.49299622,11.277600000000001,176.21539622
obs_000832,358459,0,1120,629,298.46566772,0.6096,297.85606772
obs_000833,6400391,0,766,1124,227.9478302,2.39999435005188,225.54783584994811
obs_000834,47000013934,0,996,758,288.29571533,4.572,283.72371533
obs_000835,271535,0,1130,575,265.47268677,10.972800000000001,254.49988677
obs_000836,7101873,0,958,932,235.31306458,6.899983483886719,228.41308109611327
obs_000837,20000002793,0,768,673,356.66452026,0.762,355.90252026
obs_000838,372941,0,1123,615,290.93075562,13.411200000000001,277.51955562
obs_000839,1103302,0,529,709,198.23724365,0.299999293756485,197.93724435624353
obs_000840,7203795,0,864,1100,153.88165283,0.0,153.88165283
obs_000841,7102052,0,836,1184,169.87884521,0.0,169.87884521
obs_000842,HV733,0,966,373,287.78530884,3.6576000000000004,284.12770884
obs_000843,344203,0,1140,590,267.50445557,9.144,258.36045557
obs_000844,05000002758,0,749,630,182.32470703,2.4384,179.88630703
obs_000845,47121,0,1109,571,234.20527649,5.486400000000001,228.71887648999999
obs_000846,7152716,0,977,970,234.14825439,0.0,234.14825439
obs_000847,6906672,0,853,1095,229.41249084,7.89998116607666,221.51250967392335
obs_000848,XD742,0,843,280,314.73245239,4.8768,309.85565239
obs_000849,46000003898,0,1082,738,244.99446106,7.373112000000001,237.62134906
obs_000850,83337,0,1142,615,278.91598511,5.486400000000001,273.42958511
obs_000851,345157,0,1138,530,221.84912109,4.572,217.27712109
obs_000852,7137484,0,830,1157,254.74649048,7.199982614135743,247.54650786586427
obs_000853,7174066,0,873,1109,106.19837189,0.0,106.19837189
obs_000854,4604433,0,805,1136,301.04858398,12.49996957397461,288.54861440602537
obs_000855,63000031820,0,998,786,291.29882812,4.572,286.72682812
obs_000856,BD677,0,605,153,359.96228027,0.0,359.96228027
obs_000857,26000004093,0,849,710,229.52033997,6.096,223.42433997
obs_000858,7231021,0,846,1055,440.44229126,0.0,440.44229126
obs_000859,7107582,0,1017,912,200.08027649,0.0,200.08027649
obs_000860,UY209,0,841,273,302.27368164,3.6576000000000004,298.61608164
obs_000861,64000008500,0,885,554,226.10697937,5.1816,220.92537937
obs_000862,7206887,0,870,1094,168.24945068,0.0,168.24945068
obs_000863,KU139,0,647,394,469.78637695,14.9352,454.85117694999997
obs_000864,7108794,0,886,1073,194.75546265,0.8999978267669678,193.85546482323304
obs_000865,61000002949,0,929,553,182.98123169,6.4008,176.58043168999998
obs_000866,03000014507,0,986,560,188.01683044,2.7432000000000003,185.27363044
obs_000867,88484,0,1152,583,252.36184692,4.8768,247.48504692
obs_000868,61000002980,0,929,549,194.89178467,3.048,191.84378467
obs_000869,7152195,0,832,1114,324.67550659,0.0,324.67550659
obs_000870,55000003100,0,651,471,245.20930481,14.325600000000001,230.88370480999998
obs_000871,5714290,0,758,1051,177.58319092,3.699991017150879,173.8831999028491
obs_000872,7105351,0,873,1112,82.10289764,0.0,82.10289764
obs_000873,7051656,0,1001,880,179.79200745,6.999983193969727,172.79202425603026
obs_000874,354912,0,1106,611,275.15936279,4.572,270.58736279
obs_000875,47000014581,0,1000,762,296.65103149,5.486400000000001,291.16463149
obs_000876,6506919,0,896,1024,327.2532959,6.39998493347168,320.85331096652834
obs_000877,4903002,0,859,1066,298.75241089,31.999923504638673,266.75248738536135
obs_000878,253284,0,1123,601,265.71994019,8.5344,257.18554019
obs_000879,JD033,0,534,126,297.27212524,0.0,297.27212524
obs_000880,330559,0,1119,585,261.88305664,24.384,237.49905664
obs_000881,7231313,0,889,1038,342.73770142,0.0,342.73770142
obs_000882,64000005792,0,901,554,210.6776886,4.2672,206.4104886
obs_000883,57000000510,0,819,637,376.07281494,7.62,368.45281494
obs_000884,316233,0,1098,552,219.72181702,6.4008,213.32101702
obs_000885,6503304,0,913,1031,324.52212524,20.09995219116211,304.42217304883786
obs_000886,17000009151,0,626,751,176.8835907,2.7432000000000003,174.1403907
obs_000887,265768,0,1112,628,302.72592163,1.524,301.20192163
obs_000888,6911211,0,835,1097,332.24807739,0.0,332.24807739
obs_000889,5700911,0,810,1084,277.53536987,4.899988119506836,272.6353817504932
obs_000890,284540,0,1181,930,338.06967163,4.572,333.49767163
obs_000891,NE329,0,620,281,493.30203247,4.2672,489.03483246999997
obs_000892,6404706,0,784,1132,269.3503418,3.699991017150879,265.65035078284916
obs_000893,6604815,0,933,1128,175.02142334,0.0,175.02142334
obs_000894,47086,0,1107,571,229.57518005,3.6576000000000004,225.91758005
obs_000895,7181063,0,874,1112,78.40486908,0.0,78.40486908
obs_000896,61000003855,0,920,545,180.18757629,2.4384,177.74917629
obs_000897,7141965,0,772,1108,224.2926178,0.0,224.2926178
obs_000898,353529,0,1101,601,270.62075806,13.716000000000001,256.90475806
obs_000899,2034056,0,1123,935,206.76290894,4.1148,202.64810894
obs_000900,2040546,0,1210,869,398.77874756,7.315200000000001,391.46354756
obs_000901,6808642,0,922,1053,232.44825745,4.5999886985778815,227.84826875142213
obs_000902,7232318,0,821,1068,219.30976868,0.0,219.30976868
obs_000903,61000004197,0,914,608,278.82415771,9.7536,269.07055771
obs_000904,1900185,0,816,1153,291.36712646,21.599949005126955,269.76717745487304
obs_000905,2036314,0,1158,991,289.60977173,3.6576000000000004,285.95217173
obs_000906,4402238,0,977,1034,230.56044006,5.19998724975586,225.36045281024414
obs_000907,105304,0,1144,921,291.65634155,2.4384,289.21794155
obs_000908,7182640,0,855,1113,186.7051239,0.0,186.7051239
obs_000909,LD803,0,814,268,303.45111084,11.5824,291.86871084
obs_000910,4509315,0,808,1245,158.74127197,6.699983482360841,152.04128848763918
obs_000911,IC482,0,600,285,496.1734314,4.572,491.6014314
obs_000912,1909700,0,840,1144,149.70606995,2.39999435005188,147.30607559994812
obs_000913,103804,0,1207,537,194.47920227,0.0,194.47920227
obs_000914,16000004468,0,687,694,188.79559326,3.9624,184.83319326
obs_000915,4514153,0,823,1211,273.21386719,15.299963781738281,257.9139034082617
obs_000916,EZ321,0,836,403,279.12844849,0.0,279.12844849
obs_000917,54000000035,0,904,622,277.99966431,3.6576000000000004,274.34206431
obs_000918,87659,0,1161,478,208.12350464,0.0,208.12350464
obs_000919,26000003577,0,845,691,260.53936768,0.0,260.53936768
obs_000920,63000081571,0,1010,776,277.86508179,3.3528000000000002,274.51228179
obs_000921,48942,0,1160,505,211.30589294,1.524,209.78189294
obs_000922,FD770,0,844,376,233.81121826,0.0,233.81121826
obs_000923,408281,0,1124,570,260.853302,9.144,251.70930199999998
obs_000924,306496,0,1115,497,251.47714233,15.24,236.23714232999998
obs_000925,34511,0,1105,570,225.93659973,7.62,218.31659973
obs_000926,260707,0,1101,515,253.66429138,0.0,253.66429138
obs_000927,6913580,0,808,1098,234.44215393,18.299955084228518,216.14219884577147
obs_000928,5707484,0,773,1096,261.9777832,2.9999927558898927,258.9777904441101
obs_000929,6510009,0,912,1037,281.66210938,0.0,281.66210938
obs_000930,57234,0,1146,931,359.11026001,2.4384,356.67186001
obs_000931,44392,0,1111,605,263.09634399,0.9144000000000001,262.18194399
obs_000932,69000002408,0,719,696,304.59909058,4.572,300.02709058
obs_000933,3008176,0,863,921,177.94619751,10.699973629760743,167.24622388023926
obs_000934,1904572,0,795,1120,223.85954285,2.9999927558898927,220.8595500941101
obs_000935,307751,0,1175,767,234.8963623,4.572,230.3243623
obs_000936,63000017567,0,995,774,310.75543213,3.048,307.70743213
obs_000937,6713058,0,874,1025,414.70922852,0.0,414.70922852
obs_000938,82674,0,1146,594,255.8367157,1.2192,254.6175157
obs_000939,7226598,0,967,1006,235.03816223,0.0,235.03816223
obs_000940,7199249,0,904,1036,309.85882568,0.0,309.85882568
obs_000941,75000013091,0,1079,628,265.17507935,0.9144000000000001,264.26067935
obs_000942,DI059,0,881,277,246.44218445,0.0,246.44218445
obs_000943,28000015128,0,739,618,177.11447144,4.572,172.54247143999999
obs_000944,AQ518,0,869,391,333.53237915,0.0,333.53237915
obs_000945,08000002813,0,996,649,271.82705688,7.010400000000001,264.81665688
obs_000946,05000004444,0,734,636,229.41696167,15.5448,213.87216167
obs_000947,7171416,0,672,1107,330.50927734,0.0,330.50927734
obs_000948,63000000003,0,1013,772,296.22146606,7.9248,288.29666606
obs_000949,57000001613,0,828,656,342.89862061,3.6576000000000004,339.24102061
obs_000950,4506555,0,823,1222,188.79003906,5.19998724975586,183.59005181024415
obs_000951,34000002960,0,985,651,267.2281189,5.1816,262.0465189
obs_000952,61000004197,0,925,560,196.57658386,9.7536,186.82298386
obs_000953,5707568,0,809,1086,231.17721558,4.5999886985778815,226.57722688142212
obs_000954,4403719,0,977,1039,218.89083862,6.999983193969727,211.89085542603027
obs_000955,45000001761,0,732,600,199.90647888,14.325600000000001,185.58087888
obs_000956,65000005825,0,806,738,287.73571777,12.192,275.54371777
obs_000957,61871,0,1127,480,233.42103577,12.192,221.22903577
obs_000958,3309401,0,1015,892,184.57141113,1.4999963779449463,183.07141475205506
obs_000959,05000004681,0,749,630,182.32470703,5.7912,176.53350703
obs_000960,23000002991,0,1007,667,280.79263306,9.144,271.64863306
obs_000961,10000002307,0,784,587,250.02058411,4.8768,245.14378410999998
obs_000962,4603301,0,844,1145,107.37084961,5.499986961364747,101.87086264863525
obs_000963,358241,0,1258,817,286.78335571,2.4384,284.34495571
obs_000964,4101466,0,953,969,269.55670166,6.099985221862793,263.4567164381372
obs_000965,ID176,0,938,377,271.03625488,12.4968,258.53945488
obs_000966,7146873,0,879,1022,361.48483276,0.0,361.48483276
obs_000967,1301101,0,920,1035,270.96539307,15.199962908935548,255.76543016106444
obs_000968,61000004197,0,1056,734,299.99627686,9.7536,290.24267686
obs_000969,247500,0,1189,618,246.29490662,14.9352,231.35970662
obs_000970,321139,0,1157,484,207.43992615,1.524,205.91592615
obs_000971,54000002381,0,884,638,318.01364136,8.5344,309.47924136
obs_000972,54000005752,0,887,632,318.76599121,5.7912,312.97479121
obs_000973,24878,0,1099,511,205.33283997,10.972800000000001,194.36003997
obs_000974,442609,0,1155,953,316.42034912,3.9624,312.45794912
obs_000975,15000003173,0,687,634,175.0,7.62,167.38
obs_000976,CU2808,0,1018,1105,175.30682373,0.0,175.30682373
obs_000977,71000001571,0,682,733,176.95811462,1.8288000000000002,175.12931462
obs_000978,70000011038,0,956,568,191.41223145,7.9248,183.48743145
obs_000979,OG630,0,971,400,238.25035095,3.6576000000000004,234.59275095
obs_000980,2042227,0,1128,677,255.27281189,1.524,253.74881189
obs_000981,7105576,0,861,1111,132.39019775,4.499989279174805,127.8902084708252
obs_000982,301887,0,1147,594,262.33752441,6.4008,255.93672441
obs_000983,7218988,0,877,1091,154.15144348,0.0,154.15144348
obs_000984,2001890,0,1223,860,382.8961792,0.0,382.8961792
obs_000985,WP047,0,778,300,335.15213013,8.5344,326.61773013
obs_000986,1915685,0,831,1137,289.76272583,10.099976531982422,279.6627492980176
obs_000987,5735862,0,818,1079,224.39753723,0.0,224.39753723
obs_000988,56000012349,0,888,692,215.57711792,1.524,214.05311792
obs_000989,2031134,0,1196,928,328.01971436,0.0,328.01971436
obs_000990,QS206,0,676,310,544.7074585,8.2296,536.4778585
obs_000991,365711,0,1152,588,256.1473999,6.096,250.05139989999998
obs_000992,7182307,0,681,1112,303.90713501,0.0,303.90713501
obs_000993,632173,0,1110,725,240.91081238,4.572,236.33881238
obs_000994,7119442,0,870,1080,227.10821533,0.0,227.10821533
obs_000995,2015135,0,1142,815,189.02587891,2.7432000000000003,186.28267891
obs_000996,2008078,0,1142,815,189.02587891,0.0,189.02587891
obs_000997,MD722,0,529,213,201.52813721,24.384,177.14413721
obs_000998,BC830,0,802,303,346.68856812,0.0,346.68856812
obs_000999,EW546,0,919,321,276.83468628,0.0,276.83468628
obs_001000,61000004197,0,805,607,344.30178833,9.7536,334.54818833
obs_001001,54000001267,0,878,618,281.08453369,4.572,276.51253369
obs_001002,1912734,0,849,1126,185.60368347,0.0,185.60368347
obs_001003,59841,0,1109,573,249.07781982,9.144,239.93381982
obs_001004,7202292,0,895,1044,334.93414307,0.0,334.93414307
obs_001005,4600727,0,775,1118,220.20239258,0.0,220.20239258
obs_001006,26461,0,1113,513,252.46630859,5.1816,247.28470859
obs_001007,2007929,0,1135,951,336.9850769,0.0,336.9850769
obs_001008,EQ636,0,750,364,307.96676636,6.096,301.87076636
obs_001009,46000020131,0,1074,749,222.41802979,0.6096,221.80842979
obs_001010,81000024177,0,1036,757,280.64245605,7.62,273.02245605
obs_001011,RP249,0,622,335,502.01873779,12.8016,489.21713779
obs_001012,21000000523,0,644,522,175.0,1.8288000000000002,173.1712
obs_001013,61000004197,0,1054,593,296.33590698,9.7536,286.58230698
obs_001014,14000016981,0,1075,582,282.61627197,3.9624,278.65387197
obs_001015,72000004650,0,808,683,343.70831299,1.524,342.18431299
obs_001016,2017035,0,1227,813,293.62557983,0.0,293.62557983
obs_001017,7175303,0,793,1192,210.60211182,4.5999886985778815,206.00212312142213
obs_001018,274198,0,1103,543,228.97512817,6.7056000000000004,222.26952817
obs_001019,383706,0,1150,932,371.19104004,5.486400000000001,365.70464004
obs_001020,7145154,0,877,1111,75.01300812,0.0,75.01300812
obs_001021,391860,0,1125,587,250.28930664,5.1816,245.10770664
obs_001022,QX368,0,834,271,296.29876709,7.62,288.67876709
obs_001023,5733394,0,799,1093,221.42127991,0.0,221.42127991
obs_001024,5716835,0,752,1068,175.86399841,2.39999435005188,173.4640040599481
obs_001025,842800,0,1191,975,375.15197754,13.716000000000001,361.43597754
obs_001026,397592,0,1116,700,247.57170105,6.096,241.47570105
obs_001027,798480,0,1204,984,370.16262817,35.6616,334.50102817
obs_001028,AO949,0,844,376,233.81121826,0.0,233.81121826
obs_001029,29000004989,0,927,671,234.23703003,2.1336,232.10343003
obs_001030,18000003589,0,844,672,391.27307129,22.86,368.41307129
obs_001031,J1273,0,806,1361,85.83394623,11.277600000000001,74.55634622999999
obs_001032,54000002670,0,889,619,277.1413269,5.486400000000001,271.6549269
obs_001033,7201632,0,872,1105,128.76577759,0.0,128.76577759
obs_001034,23000005960,0,990,683,261.22106934,7.62,253.60106933999998
obs_001035,FA097,0,741,362,293.59405518,0.0,293.59405518
obs_001036,65000003735,0,827,734,242.21897888,0.3048,241.91417888
obs_001037,7122488,0,803,1064,196.15020752,3.2999918861389164,192.8502156338611
obs_001038,4904072,0,854,1071,295.51480103,6.39998493347168,289.11481609652833
obs_001039,IX232,0,989,425,199.34338379,0.0,199.34338379
obs_001040,4400615,0,970,1014,233.09971619,2.9999927558898927,230.0997234341101
obs_001041,259372,0,1145,550,252.43109131,0.0,252.43109131
obs_001042,47000013480,0,1001,747,290.19564819,7.010400000000001,283.18524819
obs_001043,89743,0,1158,589,266.79034424,9.7536,257.03674424
obs_001044,7234270,0,916,980,368.79638672,0.0,368.79638672
obs_001045,63000023792,0,1002,788,296.31442261,0.0,296.31442261
obs_001046,7165762,0,976,1013,234.87882996,1.4999963779449463,233.37883358205505
obs_001047,70000003149,0,954,556,175.79144287,6.096,169.69544287
obs_001048,5737643,0,828,1072,224.8089447,2.6999936256408694,222.10895107435914
obs_001049,4401198,0,969,1039,232.81097412,0.8999978267669678,231.91097629323303
obs_001050,60000001152,0,737,736,236.1880188,4.2672,231.9208188
obs_001051,2904744,0,772,1238,206.484375,2.9999927558898927,203.4843822441101
obs_001052,75718,0,1126,634,302.98751831,14.325600000000001,288.66191831
obs_001053,7213905,0,885,947,321.57623291,14.299965518188477,307.27626739181153
obs_001054,31747,0,1193,770,262.43774414,0.3048,262.13294414
obs_001055,7118780,0,791,1337,74.88954926,0.0,74.88954926
obs_001056,35050,0,1100,640,291.38540649,0.6096,290.77580649
obs_001057,237614,0,1101,655,296.04309082,5.486400000000001,290.55669082
obs_001058,61000001908,0,925,561,201.51716614,3.048,198.46916614
obs_001059,26000000082,0,862,691,228.49822998,2.1336,226.36462998
obs_001060,62000009986,0,916,595,243.47412109,7.62,235.85412109
obs_001061,VH330,0,611,331,519.07281494,10.3632,508.70961493999994
obs_001062,2009246,0,1135,933,315.92959595,2.4384,313.49119595
obs_001063,3936,0,1156,471,207.79003906,2.4384,205.35163906
obs_001064,33271,0,1123,626,288.70391846,6.4008,282.30311846
obs_001065,7101757,0,860,991,399.6774292,2.1999947845458987,397.4774344154541
obs_001066,70000016481,0,957,567,191.73034668,7.62,184.11034668
obs_001067,5712434,0,834,1081,264.25439453,2.9999927558898927,261.25440177411014
obs_001068,39000015677,0,1024,621,284.96078491,2.7432000000000003,282.21758490999997
obs_001069,08000012106,0,1001,634,261.71530151,1.2192,260.49610151
obs_001070,6929172,0,853,1102,195.44009399,0.0,195.44009399
obs_001071,MW090,0,618,351,539.74530029,30.48,509.26530029
obs_001072,242868,0,1147,537,239.30056763,1.8288000000000002,237.47176763
obs_001073,7233227,0,899,1018,336.85055542,0.0,336.85055542
obs_001074,23000004891,0,1004,674,284.08526611,12.192,271.89326611
obs_001075,1901319,0,842,1156,131.7882843,7.89998116607666,123.88830313392333
obs_001076,WI903,0,798,358,241.04647827,11.5824,229.46407827
obs_001077,340619,0,1153,933,375.03579712,16.154400000000003,358.88139712
obs_001078,348077,0,1100,587,231.39266968,6.096,225.29666968
obs_001079,DF883,0,1002,397,233.1072998,4.572,228.5352998
obs_001080,50000007331,0,976,828,228.86631775,2.4384,226.42791775
obs_001081,7123303,0,874,1106,105.88249207,2.1999947845458987,103.6824972854541
obs_001082,34931,0,1106,607,270.79742432,5.486400000000001,265.31102432
obs_001083,61000018386,0,923,554,201.36091614,7.9248,193.43611614
obs_001084,51000003055,0,819,555,195.7791748,21.336000000000002,174.44317479999998
obs_001085,45000007821,0,749,608,175.8938446,0.0,175.8938446
obs_001086,531040,0,1162,854,252.79634094,3.048,249.74834094
obs_001087,63000035278,0,1001,783,287.20800781,0.6096,286.59840781
obs_001088,263250,0,1192,854,335.42996216,4.8768,330.55316216
obs_001089,UJ623,0,747,379,261.46817017,10.668000000000001,250.80017017
obs_001090,89314,0,1158,588,260.82147217,3.3528000000000002,257.46867217
obs_001091,70114,0,1122,473,198.73171997,0.0,198.73171997
obs_001092,7112477,0,794,1080,227.16577148,0.0,227.16577148
obs_001093,412914,0,1127,568,260.00897217,12.192,247.81697216999999
obs_001094,6910726,0,831,1114,334.94158936,7.599981454467774,327.34160790553227
obs_001095,5106067,0,780,1182,256.00366211,1.4999963779449463,254.50366573205505
obs_001096,4110081,0,974,949,218.98245239,0.59999858751297,218.38245380248702
obs_001097,237897,0,1106,655,306.96417236,9.144,297.82017236
obs_001098,7218672,0,858,1119,166.32859802,0.0,166.32859802
obs_001099,FH039,0,905,428,198.99134827,0.0,198.99134827
obs_001100,61000004197,0,737,679,406.91873169,9.7536,397.16513169
obs_001101,25140,0,1140,974,367.22216797,1.2192,366.00296797
obs_001102,246408,0,1112,595,276.27966309,8.8392,267.44046309
obs_001103,1911332,0,836,1163,164.58638,4.5999886985778815,159.98639130142212
obs_001104,75000008715,0,1070,625,256.88916016,6.4008,250.48836016
obs_001105,56000000491,0,894,704,199.60902405,8.2296,191.37942404999998
obs_001106, ,0,1115,1108,468.19104004,0.0,468.19104004
obs_001107,4100830,0,961,950,230.92694092,4.2999898590087895,226.6269510609912
obs_001108,7166900,0,768,1094,254.88465881,10.099976531982422,244.78468227801756
obs_001109,6402657,0,791,1157,265.63671875,2.9999927558898927,262.6367259941101
obs_001110,7189245,0,906,1036,298.90994263,0.0,298.90994263
obs_001111,6909767,0,807,1099,259.18328857,4.899988119506836,254.28330045049316
obs_001112,238228,0,415,71,448.03762817,4.572,443.46562817
obs_001113,61000004197,0,979,804,351.64926147,9.7536,341.89566147
obs_001114,407011,0,1150,603,281.17364502,9.4488,271.72484502
obs_001115,4505860,0,821,1220,195.73138428,6.699983482360841,189.03140079763915
obs_001116,61000004197,0,923,593,255.33746338,9.7536,245.58386338
obs_001117,4502037,0,785,1228,188.54371643,1.7999956535339356,186.74372077646606
obs_001118,256527,0,1145,552,249.5148468,9.144,240.37084679999998
obs_001119,7210455,0,809,1245,164.12188721,0.0,164.12188721
obs_001120,7142400,0,789,1257,174.48338318,0.0,174.48338318
obs_001121,4208340,0,741,1068,184.73277283,6.099985221862793,178.6327876081372
obs_001122,75000000316,0,1062,608,265.20199585,4.572,260.62999585
obs_001123,01000002514,0,787,785,189.85263062,3.6576000000000004,186.19503062
obs_001124,4400862,0,969,1015,237.77702332,2.099994783782959,235.67702853621705
obs_001125,61000004197,0,948,571,194.11576843,9.7536,184.36216843
obs_001126,7202373,0,874,1112,78.40486908,0.0,78.40486908
obs_001127,2016995,0,1115,956,248.99819946,5.486400000000001,243.51179946
obs_001128,2041987,0,1128,936,216.87432861,3.992880116271973,212.88144849372802
obs_001129,408128,0,1109,588,248.06713867,3.6576000000000004,244.40953867
obs_001130,45000006723,0,749,578,203.87683105,3.048,200.82883105
obs_001131,61000005209,0,939,556,187.49299622,5.7912,181.70179622
obs_001132,61000004197,0,929,567,207.36923218,9.7536,197.61563218
obs_001133,4116689,0,966,972,265.00967407,0.0,265.00967407
obs_001134,VJ888,0,739,401,247.78033447,5.1816,242.59873447
obs_001135,4206649,0,680,1106,367.24304199,2.39999435005188,364.8430476399481
obs_001136,6908911,0,819,1109,250.46528625,5.499986961364747,244.96529928863524
obs_001137,76035,0,1113,639,309.10733032,21.336000000000002,287.77133032
obs_001138,6927935,0,860,1122,151.44032288,0.0,151.44032288
obs_001139,4407482,0,969,1009,241.18682861,4.5999886985778815,236.58683991142212
obs_001140,WN691,0,747,461,175.00344849,4.572,170.43144849
obs_001141,367298,0,1116,642,311.71176147,8.2296,303.48216147
obs_001142,322156,0,1107,580,237.8661499,7.62,230.2461499
obs_001143,49000000095,0,655,698,176.69377136,3.048,173.64577136
obs_001144,7111775,0,795,1080,225.4407959,0.0,225.4407959
obs_001145,5725436,0,790,1073,211.89115906,4.5999886985778815,207.29117036142213
obs_001146,08000005995,0,1001,614,232.85401917,0.9144000000000001,231.93961917
obs_001147,30000000742,0,1078,694,350.06738281,4.2672,345.80018281
obs_001148,03000011926,0,1007,555,176.80073547,5.486400000000001,171.31433547
obs_001149,61000004197,0,1049,587,244.62654114,9.7536,234.87294114
obs_001150,5733843,0,805,1093,219.7958374,0.0,219.7958374
obs_001151,ML639,0,983,393,242.10728455,3.048,239.05928455
obs_001152,171376,0,1247,790,303.62457275,2.7432000000000003,300.88137275
obs_001153,FI414,0,946,380,297.49526978,10.668000000000001,286.82726978
obs_001154,4701087,0,937,1007,302.14596558,2.39999435005188,299.7459712299481
obs_001155,15807,0,1115,542,226.33650208,4.8768,221.45970208
obs_001156,448711,0,1226,843,371.50454712,9.144,362.36054712
obs_001157,4601441,0,847,1129,189.08250427,2.9999927558898927,186.08251151411008
obs_001158,4514561,0,814,1202,230.73733521,33.09991915283203,197.63741605716797
obs_001159,7191893,0,583,1090,210.03518677,0.0,210.03518677
obs_001160,41000028107,0,975,618,226.44648743,7.9248,218.52168743
obs_001161,64000004264,0,903,549,210.7671814,7.315200000000001,203.4519814
obs_001162,2903369,0,785,1268,161.60246277,6.099985221862793,155.5024775481372
obs_001163,57320,0,1107,567,226.81069946,5.1816,221.62909946
obs_001164,OK646,0,612,325,507.9359436,5.1816,502.75434359999997
obs_001165,II899,0,796,459,192.76379395,6.096,186.66779395
obs_001166,61000004197,0,1031,574,214.14958191,9.7536,204.39598191
obs_001167,75000000967,0,1077,626,275.85379028,9.144,266.70979028
obs_001168,420266,0,1099,968,228.88343811,11.5824,217.30103810999998
obs_001169,6908935,0,821,1101,280.29620361,13.999966387939454,266.29623722206054
obs_001170,91325,0,1167,544,232.30169678,6.096,226.20569677999998
obs_001171,4406119,0,975,1020,229.80207825,5.19998724975586,224.60209100024414
obs_001172,6922183,0,851,1099,260.61437988,9.799976239013672,250.81440364098634
obs_001173,2206970,0,775,1347,113.93862915,7.599981454467774,106.33864769553222
obs_001174,61000004197,0,998,784,292.74697876,9.7536,282.99337876
obs_001175,51208,0,1157,459,193.21246338,1.524,191.68846338
obs_001176,51000006340,0,793,585,245.67735291,3.6576000000000004,242.01975291
obs_001177,BE223,0,815,323,273.36801147,0.0,273.36801147
obs_001178,318774,0,1113,597,281.31338501,14.020800000000001,267.29258501
obs_001179,72276,0,1100,522,256.17251587,21.336000000000002,234.83651586999997
obs_001180,TL135,0,683,419,295.84667969,10.3632,285.48347968999997
obs_001181,7170915,0,857,1100,194.69081116,0.0,194.69081116
obs_001182,374885,0,1103,589,271.22363281,6.096,265.12763281
obs_001183,LC076,0,803,332,262.57745361,5.486400000000001,257.09105361
obs_001184,2005520,0,1005,935,206.64215088,1.7999956535339356,204.84215522646608
obs_001185,WO656,0,961,1217,484.52539062,6.096,478.42939062
obs_001186,4403285,0,969,1013,239.87812805,4.5999886985778815,235.2781393514221
obs_001187,396623,0,1206,516,218.88616943,8.8392,210.04696943
obs_001188,3706186,0,815,1293,76.88228607,5.7999860916137695,71.08229997838623
obs_001189,298930,0,1147,958,335.86428833,17.0688,318.79548833
obs_001190,7214541,0,860,1115,188.4311676,0.0,188.4311676
obs_001191,7221543,0,772,1099,224.61154175,1.7999956535339356,222.81154609646606
obs_001192,50639,0,1110,652,326.67077637,30.48,296.19077637
obs_001193,17000009949,0,577,698,184.766922,0.6096,184.157322
obs_001194,7039928,0,833,1098,317.30545044,0.0,317.30545044
obs_001195,53000005262,0,852,575,235.49937439,4.8768,230.62257439
obs_001196,7139795,0,993,1016,199.72990417,3.3999918869018555,196.32991228309814
obs_001197,26633,0,1116,513,237.05152893,4.572,232.47952893
obs_001198,7111484,0,798,1189,194.61509705,0.0,194.61509705
obs_001199,7189364,0,864,1097,151.19006348,0.0,151.19006348
obs_001200,378254,0,1098,574,240.31570435,5.486400000000001,234.82930435
obs_001201,5700647,0,803,1077,304.28442383,27.39993451538086,276.88448931461915
obs_001202,7218073,0,930,1044,220.65504456,0.0,220.65504456
obs_001203,51000002298,0,807,558,208.04112244,5.1816,202.85952244
obs_001204,391859,0,1132,585,249.80386353,3.6576000000000004,246.14626353
obs_001205,410631,0,1130,490,225.43894958,4.572,220.86694958
obs_001206,57000004595,0,810,641,382.01742554,6.2484,375.76902554
obs_001207,4906613,0,848,1073,279.08255005,14.599964648437501,264.4825854015625
obs_001208,61000004197,0,972,562,193.78308105,9.7536,184.02948105
obs_001209,44081,0,1108,475,196.95646667,5.1816,191.77486667
obs_001210,53000002477,0,865,543,183.87870789,9.7536,174.12510788999998
obs_001211,41000010712,0,945,607,234.76789856,6.096,228.67189856
obs_001212,61000002850,0,927,548,198.23535156,3.6576000000000004,194.57775156
obs_001213,6917645,0,822,1102,282.15988159,10.099976531982422,272.0599050580176
obs_001214,7204117,0,964,938,239.98448181,2.799993335723877,237.18448847427612
obs_001215,204250,0,1193,888,336.99816895,9.144,327.85416895
